"","session","model"
"7244","7245","A18,A18,A15"
"7245","7246","A1,A16,A13,A11,C5,C21,C22,C48,C51,C54,C8,P6"
"7246","7247","B11"
"7247","7248","A1,A10,A6,A7,A8,A12,A3,A5,A11"
"7248","7249","B1,A13,A18"
"7249","7250","C8"
"7250","7251","A15"
"7251","7252","B10,B24,B32,B21,B4"
"7252","7253","B11"
"7253","7254","B26,B32,B32,B10"
"7254","7255","B15,B12"
"7255","7256","P12,P12,P15"
"7256","7257","P4,P1,P15,P8,P11,P4,P11"
"7257","7258","A16,A11,B17,B17"
"7258","7259","A9,A6,B25"
"7259","7260","C8"
"7260","7261","A13,A14,A28,B16,B3,C13,B30,B32,B26,B31,P15,P33"
"7261","7262","A31,B10,P1,P2,P12"
"7262","7263","C16,C31,B3,B24,A13,A16,A6,A3,C16,C7,C13,C31,A13,A6,C16,C13,C31,C32,C31"
"7263","7264","A9"
"7264","7265","A1,A15,C11,C12,C2,C50,C40"
"7265","7266","A17"
"7266","7267","A9,A10,A6,P49,P55,P60,B12"
"7267","7268","C11,B8"
"7268","7269","C32,C33"
"7269","7270","A11,A5"
"7270","7271","C12,B4"
"7271","7272","P1,P16,C8,C17,C11"
"7272","7273","A20"
"7273","7274","B13,B12,B12,A5,A11,C4,P34,B24"
"7274","7275","A2,A3,P2,P1,A8,A9,A31,A2,A3,P59,C12,C49"
"7275","7276","A9,A12,C50,P11"
"7276","7277","P16,P50,B16,B30"
"7277","7278","A13,A13,A16"
"7278","7279","P82"
"7279","7280","C5,C7,C16,C15,C19,C19,A15,A35,A36,A31,A26,A28"
"7280","7281","P5"
"7281","7282","C6"
"7282","7283","C5,C11,C30,B26,B19,P12,P6,P20"
"7283","7284","B13,B11,B10,B19,B19,B24,B33,B31,B28,B20,B26,B32"
"7284","7285","A1"
"7285","7286","B1"
"7286","7287","B11"
"7287","7288","C17"
"7288","7289","B30,B31,B19,B30"
"7289","7290","A1"
"7290","7291","P2,A7,A16,A31,A31,A16"
"7291","7292","A15,A43"
"7292","7293","A4,A20,A28,A31,A27"
"7293","7294","C40,C50,B3,B17"
"7294","7295","P23"
"7295","7296","P14,A9,A4,A16,A17,P14"
"7296","7297","P16"
"7297","7298","B3,B6,C7,C17,C3"
"7298","7299","A10,B2,B4,B7,C11,P5,P9"
"7299","7300","C29,C49"
"7300","7301","B2"
"7301","7302","A4"
"7302","7303","A2"
"7303","7304","P9,P17,A28,B4,B17,B3,B32,B33,B21"
"7304","7305","P23"
"7305","7306","P15,P15,A4,A4,A4,A35,A35,A35,A19,C36,C36,C42,C42,C23,C23,C26,C26,C13,C12,C12"
"7306","7307","A6,C12"
"7307","7308","P39,P1,P80"
"7308","7309","A8,A6,C40"
"7309","7310","P1,P20,P21,P23"
"7310","7311","A5,A11,A14,C17,B17,B14,B4,B24,C23,C27,C57"
"7311","7312","A8"
"7312","7313","C7"
"7313","7314","C6"
"7314","7315","B1,B32,B23"
"7315","7316","B5,B6,B9,B9,B4,B28,B34,P48,B4,B3,B4,P13,P48,P69,C33,A31,C42"
"7316","7317","A18,A30,P12"
"7317","7318","A13,A15"
"7318","7319","B13,B13,C19,C53,C54"
"7319","7320","A4,A11,A5,A7,A15,C49,C50,C17,B10,B17,B23"
"7320","7321","C15"
"7321","7322","A36,B1,B3,B3,B4,B5,B30,C17,C31,C31,C31,C41,C41,C41,B4,B15,B30,B4"
"7322","7323","A22,A21,A33,A39,A40,A3,A11,A15,A27,A33,A31,A21,A11,A11,A21"
"7323","7324","A7,A13,A10,A6,C2,A9,C2,A6,A2"
"7324","7325","A13,B16,B15,B10,B6,B27"
"7325","7326","A30"
"7326","7327","A9,A12"
"7327","7328","A1,A11,A12,A2,A3,C26,P49,P9,A19,A26,C44,P19,B1,B23,C45,P13,B13,B2,B5,A13"
"7328","7329","A4,C40"
"7329","7330","P12,P1,C17,C36,C26"
"7330","7331","A4,A29,A26,A41"
"7331","7332","B4,B3,B1,B7,B10,B5,B3,C16"
"7332","7333","P48,C14,C41,C56,C59,B1,B19,B24,B25,B24"
"7333","7334","A11,A13,A16,A16,A22,A28,A26,A20,A20,A19,C56,C57,B4,B1,B26,B16,B17,B1,B23,A14,A15,A11,A15,A13,A31,A33,A22,A21,A31,A13,A16,A2,A10,A7,A5,C30,A11"
"7334","7335","A14,A15,A11,A11,B6,B15,B14,B8,B8,B16,B17,B10,B23,B24,B27,B29,B30,B31,B31,B32,B32,B23,B23,B33,B33,B34,B34,B34,A30,C22,C21,C21,C33,C33,C27,C27,C41,C41,C56,C56,C56,C56,C44,P14,P14,P15,P15,P18,P19,P19,P33,P34,P34,P49,P49,P50,P50,P55,P55,P59,P59,P65,P65,P69,A11,A11"
"7335","7336","A2,A18,C18,C46,C56,B4,B13,B15,B10,C56,A22,A20,C56"
"7336","7337","B14,B14,B16,B17"
"7337","7338","P78,B21,C13,P15,P1"
"7338","7339","A15,A12,A12,A12,A21,A15,A39,A37,C50,C40,P2"
"7339","7340","P6,P1,B17,C2,C5,C18,C4,P1,P2,P34,P40,P51,P49,P63,P69,P67,P72,P80,P15,P18,P3,P5,P12,P19,P39"
"7340","7341","C17,B1,B1,C14,C17,C17"
"7341","7342","B15,B27"
"7342","7343","B13,B17,B16,B11,A15,A12,A17,A11"
"7343","7344","A2,A4,A22,B1,B3,B17,B25,B32,B31,B24,B5,C22,C49,C41,C47,C57,P25,P27,P35,B3,B2,B4,B9,B1,B4,B1,P5,P70,P56,P11,P3,P1"
"7344","7345","C2"
"7345","7346","A2,A3,A5,A9,A4,A28,A29,A31,A41"
"7346","7347","C2,C48,B15"
"7347","7348","B32"
"7348","7349","B17"
"7349","7350","A10,C17,A10"
"7350","7351","A6,A2,A5,A10"
"7351","7352","B4"
"7352","7353","A42"
"7353","7354","P15,P6"
"7354","7355","A1,A9,A10,A10,A2,A8,A6,A10,A3,A1,A2,A5,A6,A9,A9,A10,A10,A10,A12,A12,A17,A2,P1,A10,A10,A10,A10,A10"
"7355","7356","B11,P9"
"7356","7357","A7,A11,A2,A5,B12,C34,P8,P1,P15,P20,P41"
"7357","7358","P17,P11,P33,P38"
"7358","7359","P16,C11,B11,B1,B12,B24"
"7359","7360","B2"
"7360","7361","B12,B11,B15,B15,B19,B33,B34"
"7361","7362","B3,C14,C11,C5"
"7362","7363","A13,A11,P15,B4,B16,B32"
"7363","7364","C4"
"7364","7365","P9,B32,C29,C29,P43,A7"
"7365","7366","C3,C39,C56,A1,A11,A17,B16,B31,B24,B19,B32,B23,B28"
"7366","7367","A8"
"7367","7368","P3,P15,A22,A37,C26,A37,P15"
"7368","7369","A5,P1,P2"
"7369","7370","P63,P9,P63"
"7370","7371","A14,B4,B3,B1,B23,B19,B32,C5,C40"
"7371","7372","A2,A7,A15,A16,A21,A31,A28,B10,B4,B23,B32,B24,C1,C9,C11,C15,C23,C29,C30,C33,C36,C42,C46,C50,C51,P1,P6,P20,P33,P48,P50"
"7372","7373","A8,A9,A4,A10,A3,A2,A14,A11,A27,A22,A41,A10,A9,A9,A10,A8,A14,A11,A36,A4,B3,B12,B19,B31,B32,C11,P7,P20,P21,P42,P49,P47,P63,P55,P65,P38,A4,A11,A27,P6,P23,P20,A10,A22,A4,A27,A8,A2,A10,A11,A4,B14,B17,B3,C9,C26,C9,C27,P49,P55,P55,A4,A22,A22,A11,B32"
"7373","7374","B7,C20,C53"
"7374","7375","A5,A12,A21,A22,A32,A10,A9,A5,A12,A26,A29,A33,A30,A30,A12"
"7375","7376","A35,A35,B19,B24"
"7376","7377","A3"
"7377","7378","P1,P6,P17,A1,A2,A4,A11,A10,A9,A26,A30,A42,A38,A37,A2,A1,A3,A5,B3,B4,B11,B29,B34,B24,B31,B1,P1,P2,P3,P4,P5,P6,P14,P10,P33,P35,P39,P42,P49,P48,P46,P59,P59,P70,C7,C14,C13,C20,C28,C29,C30,C53,C47,C49,C54,C39,C56,C59"
"7378","7379","A16,P20"
"7379","7380","B32,B26"
"7380","7381","B32,B20,B17,A28,A31,A11,C41"
"7381","7382","B10,B14"
"7382","7383","P47,P49,P55,P56,P70,A9,A7,A11,A10,B4,B11,B11,B11,B25,C9,P23,P26,P50,P82"
"7383","7384","B4,B2"
"7384","7385","B13,B13"
"7385","7386","B1,B6,A2,A4,A18,A12,A13,B9,C17,P9,P6,P35"
"7386","7387","B7,A7,P17,C17,B16"
"7387","7388","A33,A21"
"7388","7389","A14,B2"
"7389","7390","P13,P51"
"7390","7391","A5"
"7391","7392","P6,C21,A2,A11,A5"
"7392","7393","B30,B15,C57,C55,C58,C59,C53,P20,P20,P20,P21,P29,P26"
"7393","7394","C2,C13,C4,A15,A13"
"7394","7395","C50,C51,C49,C50,C46,C52,C54,C56,C40,C48,C42,C26,C16,C5,C5,C40,C49,C50,C51,B27,B21,B34,A4,A11,A10,A36,A22,A21,A29,A35,A36,A20,A7,C54,C51,C50,C49,C37,C54,C41,C43,C21,C25,C24,C25,C24"
"7395","7396","A8,A15"
"7396","7397","C8,C13,C14,C18,C26,C48,C46,C53,C41,C41"
"7397","7398","B25"
"7398","7399","A1,A1,P1,P2,P2,P3,P3,P4,P29,P14,A1,A2,A2,A5,A5"
"7399","7400","B17,B25,B26,B32,B4,B3"
"7400","7401","A3"
"7401","7402","B19,A1,A4"
"7402","7403","P81"
"7403","7404","B2,B5"
"7404","7405","P1"
"7405","7406","C29"
"7406","7407","A14,C49"
"7407","7408","B1"
"7408","7409","B24,P1"
"7409","7410","B9"
"7410","7411","B23"
"7411","7412","C4,P2,P17"
"7412","7413","A10,P7"
"7413","7414","B12,B31,B28,B23,B19,B33,B24"
"7414","7415","P12,C2,C12,C5,C18,C12,P12"
"7415","7416","A13,A11,A15,A3,C4"
"7416","7417","B32,A6,A30,A33"
"7417","7418","P16,P21,P47,B3,B6,B9,B12,B4,B8"
"7418","7419","B1,B1"
"7419","7420","A3,A11,A11,A15,A15,A1,A1,A20,A22,A22"
"7420","7421","P1,P16,P17,P20,P33,P44,P64,P15"
"7421","7422","B21,B27,B32,C12,C11,P20"
"7422","7423","B4"
"7423","7424","B15"
"7424","7425","B24,B23,C58"
"7425","7426","P17"
"7426","7427","A1,A2,A7,B14,B20,C50"
"7427","7428","C37,C37"
"7428","7429","A36,A31,P46"
"7429","7430","P19,P3,P18,P14,P5"
"7430","7431","C8,A31,A15,A31,P56"
"7431","7432","C14,C41,C58,A2"
"7432","7433","A1"
"7433","7434","B2,B15,B30,B31,C14,C38,C14,C13,C10"
"7434","7435","B2"
"7435","7436","A6"
"7436","7437","B6"
"7437","7438","B7"
"7438","7439","B1"
"7439","7440","B10,B13,B11,B15"
"7440","7441","C11,C18,P6,P13,P17"
"7441","7442","A8,B23,B19,B31,C49,C55"
"7442","7443","C15"
"7443","7444","C18,C11,A1,A5"
"7444","7445","B13,B4,B24,B28,A18,A19,A21,P1,P4,P11,P15,P33,P26,P34,P48,P65,P71,P82"
"7445","7446","C1,C15,C14,C13,C10,A2,A5,A5"
"7446","7447","A14,B10,C6,C12,C17,C53,C47,C55,P12,P15,P15,P16,P36,P33,P25,P51,P37,P65,P65,P58,P58,P59,P45,P49,P39,B16,B12,B11,B14,B20,B21,B26,B34,B30,B13,B11,B11,B4,B27,B29,B32"
"7447","7448","C2"
"7448","7449","A4,A28,A41,A26,B23,A4"
"7449","7450","B24"
"7450","7451","A11,A2,A3,A5,A8,A10,A8,A12,A2,A3,C33,C34,C35,C50,C56,C57"
"7451","7452","A26,A29,A37"
"7452","7453","A18,A15,A16,A26,A31,A35,A42,B4,B3"
"7453","7454","A7,A8,A9,A12,A12,A9,A12,A12"
"7454","7455","A11,A2,A5,A7,A10,A10,A14,C49,C55"
"7455","7456","P1,P3,P14,P16,P16,B16"
"7456","7457","A11,A17"
"7457","7458","B1,B1,B21,B27,B17"
"7458","7459","B3,A11,A2,A3,A5,A7,A8,A9,A5,A10,A12,A14,B3,B2"
"7459","7460","B30"
"7460","7461","B31,B30,B24,B25,B24"
"7461","7462","A10,A11,A30"
"7462","7463","P1,P49"
"7463","7464","A7,A7,P1,P1,A4,A4,C40,C49,C49,C36,P12"
"7464","7465","B4,B12,B10"
"7465","7466","A13,A22,A36,A24,B4,B11,B24,B26,C7"
"7466","7467","A11,A11,C57,C56,A11,A31,A33,A21,A21,B16,B17,B4,C2,C3,C8,C8,C5,C5,A11,A11"
"7467","7468","P6"
"7468","7469","P25"
"7469","7470","A11,C56,C57,B11,B16,B33,A37"
"7470","7471","B1,C30,P1,P41,P44,P46,P47,P57,P56,P51,P51,P51,C30"
"7471","7472","A15,A4"
"7472","7473","A2,A24,B4,B16"
"7473","7474","A16,C21,C23,P11"
"7474","7475","B1,B3,B13,B12,B10,B23,B26,B32,B33,B34,P1,P16,P12,P33,P34,P38,P48,P57,P60,P15"
"7475","7476","C54,C57"
"7476","7477","C29,C40,C42,C50,C51,C10,C26,C34,C36,A16,A21,A31,A33,A29,A26,A41,A11,A4,A12,A6,A30,A21,C9"
"7477","7478","B12,B13,B10"
"7478","7479","B24"
"7479","7480","P12,C1,P12"
"7480","7481","A25,B4,B5,B15,B17,B15,B9,B24,B19,C17,C12,C23,P15,P19,P30,P21,P25,P39,P43,P38,P42,P49,P60,P61,P66,P69,P72,P82"
"7481","7482","A15,A16,A12,A33,A41,C2,C7,C34,C41,P20,P50,P48,P65"
"7482","7483","B17,B14,B32,P33"
"7483","7484","A4"
"7484","7485","C14,C4,C13,A3,A7,A8,A5,A34,A33,B11,P11,P6,P15,P8,P3,P17,B27,P9,C11,C11,C11,P1"
"7485","7486","A4,B1,B4"
"7486","7487","A4"
"7487","7488","A4,C2,C2,A4"
"7488","7489","C17,C17"
"7489","7490","B3,B14,B8,B10,A2,A7"
"7490","7491","A42,P11,P9"
"7491","7492","P13,P14"
"7492","7493","P16,P8,P20,P53"
"7493","7494","B17,B10,C14"
"7494","7495","A4,A21,A30,A33,A21,A21,A43,A32,A16,C24,C41,C55,C11,C3,B1,B19,B24,B17,B5,B1,A21,A21,A21,A21,A21"
"7495","7496","A18,A19,A20"
"7496","7497","B4"
"7497","7498","P1,A15,A13,A11,A15,A16,A21,A33,A30,A21,A34,P14,P7,P17,P4,A32,A39,A37,A38,A43,A42,A40,A39,A37,A22,A21,A20,A32,A32,A34,A15,A14,A11,P4,A13,A15,A13,A12,A9,A17,A14,A15,A15,A15"
"7498","7499","C49,C51,C50,C51,C51"
"7499","7500","C57,C56,C55"
"7500","7501","A2,A3,A5,A7,A10,A12,A17"
"7501","7502","C5,C32,C34,C18,C37,C49,C48,C54,C55,C56,C58"
"7502","7503","A39,A39,P37,P15,P65,P49,P23,C21,C33,C19,C44,C17,C28,C24,C40,C53,C54,C36,P49,P47,P46,B14,A17,A17,A34,A39,C54,P17,P18,P19,P23,P36,P49,P72,P11"
"7503","7504","C53,A12,A9"
"7504","7505","A9,A15,A2,A35,A34,B26,B25,B27,P17,P70"
"7505","7506","P70"
"7506","7507","A1,A11,A18,B10"
"7507","7508","A10"
"7508","7509","A10"
"7509","7510","C57,P15,P15"
"7510","7511","A11,A2,A5,A7,A8,A9,A9,A17,A18,A12,A10,A1"
"7511","7512","A4,A4"
"7512","7513","B1,A10,C15,B32"
"7513","7514","B16,B10,B13"
"7514","7515","P33,P40,P61,B4,P15"
"7515","7516","P6,P39,P41,P6"
"7516","7517","P18,A15,A31"
"7517","7518","C7,A17,P37,C14"
"7518","7519","P5"
"7519","7520","B4,B32,B25,B32,B31,C2,C11,C42,P14,P23,P48,P65,P61,P63,B1,B27,B24"
"7520","7521","C9,C23,A11,P6"
"7521","7522","B7,B7"
"7522","7523","B27,B4,B3,C8,C13,C32,C41,C57,A31"
"7523","7524","B21,B21,B30,B20,A29"
"7524","7525","P48,B4,B19,C14,C15,C2,A24"
"7525","7526","P51,P40,P38,P57,P69,A4,A15,A16,A25,A29,A31,A41,A42,B15,B16,B31,C2,C13,C31,C34,C51,C41"
"7526","7527","P16"
"7527","7528","A12,A14,A9,A10,A11,A4,A22,A27,A21,A22,A31,A33,A4,A8,A3,C16,C42,C49,C40,C40,C29"
"7528","7529","A12,A33,A30,A32,A22,A33"
"7529","7530","A3,A2,A5,A6,A7,A8,A9,A10,A12,A14"
"7530","7531","A2,A5,A4,B31,B27,C34"
"7531","7532","A1"
"7532","7533","C42"
"7533","7534","A15,A32,A30"
"7534","7535","B9"
"7535","7536","C31,P4,P74,A13,A16,A21,A31,B4"
"7536","7537","B31,B10"
"7537","7538","B4"
"7538","7539","B14,B10,B12"
"7539","7540","B17"
"7540","7541","A13,A10,A11,A11,P4,P3,P13"
"7541","7542","A26,B3,B4,B2"
"7542","7543","B2,B1"
"7543","7544","P13"
"7544","7545","B1,B10,B14,B12,B11,B4,B27,P36,P34,B6"
"7545","7546","C30,A4,A11,A17,A25,A33,A31"
"7546","7547","A16,C4,C17,C11,C12,C3,C14,C15,A13,A4,B1,B17,B13,B11,B10,B3,B4,P2,P10,P15,P18,P29,P21,P19,P49,P48,P43,P37,P65,P70,P68,P61,P81,P82"
"7547","7548","A11,A11"
"7548","7549","B11,C9,C58,C57,B22"
"7549","7550","A4,A23,A26,A20"
"7550","7551","A3,A5"
"7551","7552","C56,P29,P26,P37,P57,P82,A29,A21,A27,A35,A31,A42,A41,B24,C56,P19,P48,P43,B9,B22"
"7552","7553","A27,C14"
"7553","7554","A37,B10,B11,B7,B13,B24,B25,B26,B28,B32,B29,B23,B19,C12,C12,C17,C11,C12,P16,P15,P20,P51,P60,P65,P72,P81"
"7554","7555","C18,C11,C1,P2,P17,P5,P11,P3,B1,P3,B27,B30,B29,C46"
"7555","7556","P4,P5,P11"
"7556","7557","P15"
"7557","7558","A1,A15,A4,A12"
"7558","7559","P61,A5,A10,C5,P33"
"7559","7560","B11"
"7560","7561","B3,B3"
"7561","7562","B13,B30,B21,B28,B31"
"7562","7563","B4,B4,B4"
"7563","7564","A11"
"7564","7565","A15,A12,A5,A11,A17,A11,A1,A4,A5,A3,A3,A12,B5,B6,B12,B10,B13,B15,B16,B17,B9,C2,C18,C8,C13,C14,C17,C12,C4,P12,P15,P3,P6,P33,P15,P18,P2,P39,P44,P65,P56,P69,P81,C21,C45,C38,C55,A38,A37"
"7565","7566","P18"
"7566","7567","C31,C48,C54,C56,C1,A6,A4"
"7567","7568","C2,C13,C25,C28"
"7568","7569","B6,B10"
"7569","7570","C5,B32,P47"
"7570","7571","C6,B3"
"7571","7572","A5,B4,C5,C9"
"7572","7573","B31"
"7573","7574","A15,A15,A15,A19,A25,A39"
"7574","7575","A11"
"7575","7576","B2"
"7576","7577","C33,A31"
"7577","7578","B14"
"7578","7579","B10,B23,A34,A37,C19,P1,P16,P33"
"7579","7580","P21"
"7580","7581","B6,B3,B13"
"7581","7582","B1"
"7582","7583","A11"
"7583","7584","B3"
"7584","7585","B3,C9,C1,C1,B3"
"7585","7586","A34,A30"
"7586","7587","B4"
"7587","7588","C2,C5,C7,C34,B4,B26"
"7588","7589","A5,C13,B16,B4"
"7589","7590","B4,B13,A15,A4,A9,P2,P49"
"7590","7591","B16,B16,B15,B13,B12,B10"
"7591","7592","A2"
"7592","7593","B16"
"7593","7594","C14,C31"
"7594","7595","C18,C27,C27"
"7595","7596","P17,A15,A16,A16,C9,C17,A2,A3,A5,A5,A8,A8,A18,A18,A33,C46,C57,P3,P3,P1,P2,P3,P5,P5,P4,P14,P10,P58,A4,A5,A6,A14,A12,A11,A10,A1,A8"
"7596","7597","C1,C9,B4,B9,P26,A31,A26"
"7597","7598","C4"
"7598","7599","P13,P3,P1,P2,P6,P8"
"7599","7600","C37"
"7600","7601","B30,B30,B32,C1,C2,C13,C23,A21,A22,A35,A41"
"7601","7602","B10,B32,B31,P33,P49,A6"
"7602","7603","A9,A8,A10,A12,A10,A6,B2"
"7603","7604","B27,B30"
"7604","7605","P4"
"7605","7606","B15"
"7606","7607","C15,C36,C21,C45,P19,P47,P49,P60,P55"
"7607","7608","B16,B10,B23,B30"
"7608","7609","A7,B15,B13,B25,B19,B26,B23,P16,P1,P21,P15,P1,A2,P1,P1,P12,P12,P15,P16,P12"
"7609","7610","C19,C19,C26,C31,C47,C38,C43,C43,C43,C51"
"7610","7611","P20,P21,B13,B17"
"7611","7612","B24"
"7612","7613","B13,B15,B15,B17,B11,B23,B33,B27,B32,B28,B24,B19,B1"
"7613","7614","A7"
"7614","7615","C2"
"7615","7616","A10"
"7616","7617","C1"
"7617","7618","C3"
"7618","7619","A11"
"7619","7620","A4,A4,A13"
"7620","7621","B9,B4,B10,B13,B12,B15,B19,B24,P16,P48,P50,P55,P78,C5,C17,C1,A31"
"7621","7622","B6,B26,B31,B9,B10,B27,P16,P17,P44"
"7622","7623","A9,A6,A2,A1,C12,C33"
"7623","7624","C5,C12,C9"
"7624","7625","A11"
"7625","7626","A16,A30,A37,C10,C20,C20,C24,C29,C29,C29,C30,C47,C51,C49,C40,C44,P9,P23,P64"
"7626","7627","B10,B11,B12,B13,B14,B15,B1,B12"
"7627","7628","A1"
"7628","7629","A15,A5,C12,C17,C6,C26"
"7629","7630","C1,C2,C28"
"7630","7631","A14,A21,A30,B14,A17"
"7631","7632","C6,P4,P36,P26,P70,P60,P73,P77,P76,B16,B9,B27,C29,C40,C50"
"7632","7633","C16,C19,A34,A32,A37,A34,C19"
"7633","7634","B17,B4"
"7634","7635","C19"
"7635","7636","B13,B10,B12,B12,B21,B20,B31,A15,A16,A19"
"7636","7637","P14,P33,C40"
"7637","7638","A27"
"7638","7639","A11,A16,A30,A41"
"7639","7640","A9,A8,A7,A24,A22,A28,A35"
"7640","7641","P15,B2"
"7641","7642","P17,C21,A4,C53,C56,C59,C47,C43,C46,C4"
"7642","7643","B4"
"7643","7644","A2,A5"
"7644","7645","A13,A18,A16,A21,A22,A30,A33,A38,A39,A43,C9,C29,C25,C37,C40,C24,C48,P18,P4,P23,A1,A6,A13,A17,A18,A20,A19,A36,A31"
"7645","7646","B1,B4,B14,C8,C7,A1,A2,A3,A15,A17,A5,P1,P4"
"7646","7647","B27,B24,B21,B30,B32,B19"
"7647","7648","A12,A17,A3,A6,B17,B15,C2,C7,C48,C55"
"7648","7649","A1,A2,A3,A1,A1,A2,A2,A2,A3,A3,A4,A5,A5,A6,A7,A8,A9,A10,A10,A11,A12,A12,A13,A14,A14,A14,A14,A15,A15,A16,A16,A17,A18,A18,A19,A19,A21,A19,A20,A20,A20,A21,A22,A30,A31,A32,A32,A33,A33,A34,A37,A38,A39,A39,A40,A40,A41,A42,A43,A25,A26,A28,A28,A29,A29"
"7649","7650","B11,B22,B26,B31,B9,C5,C7,C1,C5,C19,A4,A12,A29"
"7650","7651","B3,B11"
"7651","7652","A15,A4,A35,A31,B6"
"7652","7653","A4,B11,B13,B9,A4,A15,B1,A4"
"7653","7654","B21,B25,B33,B12,B13,B24,B30"
"7654","7655","A37"
"7655","7656","A1,A2,A15,A29,A30,A32,A33,A34,A28,A37,C31,C35,C46,C49,C58"
"7656","7657","C8,C41"
"7657","7658","B24,B31,A6,C1,C16,A15,B24"
"7658","7659","A35"
"7659","7660","A6,A9,A9,A41,A15,C21,C1,C2,C2,C21,A9,A15"
"7660","7661","C31,C27,C41"
"7661","7662","P1,A4,A16,B4,C49"
"7662","7663","A21,A1,A3,A5,A9,A10,A11,A5,B3,A34,A32,A2,A6,C51,A14,A15,A16,A14,A30,A21,A16,A14,A7,B3,A5,A5,A8,A9,A10,A9,A14,A16,A22,A21,A32,A31,A30,A31,A33,A31"
"7663","7664","C6,C2,C17,P60,P55,P50,B16,B24"
"7664","7665","A15,A16,A25,A28,A31,C23"
"7665","7666","A16,A13,A25,A31,A41,A42,B7,B8,B7,C23"
"7666","7667","A12"
"7667","7668","A18,B15,B4,B15,A18"
"7668","7669","C16,C41,C57,B4,B10,A22,A18,C24,C35,C40,C41,C57"
"7669","7670","A4,A31"
"7670","7671","B4"
"7671","7672","B3,C55"
"7672","7673","P25"
"7673","7674","P1"
"7674","7675","B14,B10,B19,B31,A6,A1,A30,A38,C14,C19,C54,C39,C55,C56,C56,B16"
"7675","7676","A10"
"7676","7677","C20,C19,C21"
"7677","7678","A4,A13,A9,A11,A21,A29,A5,A14,A14,A13,A11,A16,A12,A4,B4,B3,B7,B2,P4,P7,P13,P25,P26,A13,A12,A14,A11,A15"
"7678","7679","B3,C8,C16,C15,A5,A6,A10,A12,A14,A17,A5,B3"
"7679","7680","P6"
"7680","7681","B13,B12,B10"
"7681","7682","P15,P20,C48,C41,C38,C19,C14,C11,C3,C2,C5"
"7682","7683","C16,C11,P21,C27,C45"
"7683","7684","B9,C21,C44,B9,C44"
"7684","7685","A13"
"7685","7686","A3,A6,P1,B13,B26,B31,A9,A31"
"7686","7687","A7"
"7687","7688","A17"
"7688","7689","A11"
"7689","7690","P1"
"7690","7691","A10,A11,P3"
"7691","7692","A1,A4,A8,A10,A15,A24"
"7692","7693","P1,P6,C11,C1,C23"
"7693","7694","B17,A29,A29,A31,A42,B12,B32,B22,B24,B31,P48,P49"
"7694","7695","A6,A11,A8,A2,A12,P11,P51,P47,P16,A2,A12"
"7695","7696","A9,A9,B28,B7,B7,B2,A12,A20,A20,A23,A23,A18,A18,A16,A16,A19,A19,A21,A21,A29"
"7696","7697","C56"
"7697","7698","B4,B30,B14,B14,C31,C31,C52,C54,C54,C59,C59,P5"
"7698","7699","C44,C43"
"7699","7700","A10,A6,A9,A5,A15,A17,A28"
"7700","7701","C44,B17"
"7701","7702","B31"
"7702","7703","B10,B10,B15,A1,A15,A15,A11,A4"
"7703","7704","B2"
"7704","7705","A10,A4,A5,A24,A27,P1"
"7705","7706","B16"
"7706","7707","B4,B3,B24,A15,A23,A41,A41"
"7707","7708","A1,A2,A3,A5,A7,A8,A9,A9,A10,A11,A11,A11,C5,C3,C10,C14,C2,C5,C5,C5,P6,P4,P50"
"7708","7709","B9,B33,B23,B12,B11,B4,P16,P15"
"7709","7710","A15,A13,A26,A31,A35,B17,B15,B5,B4,B32,B31,B23,B1,P16,P60,P5,A23,A25,A28,A15,A41,A41,A31,A29"
"7710","7711","B17,B4,B10,C5"
"7711","7712","B1,B11,B10,B13"
"7712","7713","C13,C1,C4,P12,P15,P33,B10,B12,B13,B19,B30,B32"
"7713","7714","A5,A17,A17"
"7714","7715","C49"
"7715","7716","B14,P16"
"7716","7717","P48,P50,P51,P81,A4,A15,A23,A36"
"7717","7718","B31"
"7718","7719","B10,P16"
"7719","7720","A16,A4,A11,A11,A10,A13,A13,A13,A19,A19,A35,A35,A21,A21,A41,A5,B4,A13,A13,B2,B32"
"7720","7721","A1,A14"
"7721","7722","B4,B13,B10,B17,B15,A1,C4,C13,C17"
"7722","7723","P16"
"7723","7724","P63,P63,P63,P61,P61,P63,P64,P64,P70,P70,P63,P63,P63,C53,C52,P63,P63,C51,C57,C59,P26,P63,P63,P63,P63,P63"
"7724","7725","B10,B12,B13,B14,B17"
"7725","7726","A6,A16,A7"
"7726","7727","B15"
"7727","7728","A15,A15,A16,A16,A1"
"7728","7729","A11,A12"
"7729","7730","P34,P20,P65,P61,P16,P15"
"7730","7731","P63,P1,P19,P42,P46,P47,P44,P46,P48,P49,P50,P51,P55,P49,P56,P55,B4,B3,B9,B11"
"7731","7732","B16,B17"
"7732","7733","B10"
"7733","7734","C14"
"7734","7735","P15,P6,P6,B12,B16"
"7735","7736","P16,P82,A35,A23,A36,B4,B17,B17"
"7736","7737","A9,A5,A12,A31,A33"
"7737","7738","B17,A21,A11"
"7738","7739","B13,B32,A17,A37,A19,A28,A34,A27,B26,B24,A15"
"7739","7740","P15,B24,B32"
"7740","7741","A15,A17,P15,P7,P4,P4,A3"
"7741","7742","B2,B2,B4,B26,B27,B27,A4,A26,A30,A29,A29"
"7742","7743","C6"
"7743","7744","A13,A11,A38"
